transaction_id,customer_id,transaction_date,total_amount,campaign_id
TXN0001431,CUST000136,2024-08-15,3386000.0,
TXN0001432,CUST000383,2025-06-04,42002300.0,
TXN0001433,CUST001161,2025-11-22,4990400.0,CAMP0024
TXN0001434,CUST000304,2024-09-20,20777300.0,
TXN0001435,CUST000415,2025-05-21,2103500.0,
TXN0001436,CUST000764,2024-06-11,498400.0,
TXN0001437,CUST001027,2023-04-25,45793300.0,
TXN0001438,CUST001083,2025-12-01,29502900.0,
TXN0001439,CUST000037,2025-06-17,15713100.0,
TXN0001440,CUST000615,2025-12-19,9748200.0,
TXN0001441,CUST000809,2024-12-20,1575600.0,
TXN0001442,CUST000084,2025-05-02,22555800.0,CAMP0021
TXN0001443,CUST000105,2024-08-26,4545700.0,
TXN0001444,CUST000411,2024-10-09,3341200.0,
TXN0001445,CUST000529,2023-02-10,1124800.0,
TXN0001446,CUST000336,2024-12-14,298200.0,
TXN0001447,CUST001111,2025-11-16,16169800.0,CAMP0024
TXN0001448,CUST000692,2025-06-05,44320300.0,
TXN0001449,CUST000362,2024-07-10,11348900.0,
TXN0001450,CUST000333,2022-12-24,6441600.0,
TXN0001451,CUST000062,2024-03-03,25477200.0,
TXN0001452,CUST000138,2025-05-08,7860000.0,
TXN0001453,CUST000008,2025-09-22,39036000.0,
TXN0001454,CUST000646,2025-07-06,3271400.0,
TXN0001455,CUST001150,2025-12-18,341800.0,
TXN0001456,CUST000970,2025-01-06,4870500.0,CAMP0019
TXN0001457,CUST000113,2024-09-10,8215000.0,CAMP0017
TXN0001458,CUST000153,2025-10-13,1370100.0,
TXN0001459,CUST000054,2024-03-07,13840200.0,CAMP0014
TXN0001460,CUST000684,2025-07-27,331200.0,
TXN0001461,CUST001193,2025-10-06,218600.0,
TXN0001462,CUST000567,2025-04-02,4982000.0,
TXN0001463,CUST000639,2025-11-26,22445400.0,
TXN0001464,CUST000009,2023-08-09,7121100.0,
TXN0001465,CUST000168,2025-09-28,168600.0,
TXN0001466,CUST000964,2023-09-15,6367800.0,CAMP0011
TXN0001467,CUST001182,2025-12-17,873100.0,
TXN0001468,CUST000881,2024-06-17,33554500.0,
TXN0001469,CUST000552,2025-02-03,3207800.0,
TXN0001470,CUST000519,2025-03-22,2500200.0,
TXN0001471,CUST000148,2025-09-02,747600.0,
TXN0001472,CUST000227,2022-04-18,7065600.0,
TXN0001473,CUST000666,2025-04-30,27679400.0,CAMP0021
TXN0001474,CUST000498,2025-11-29,18574600.0,
TXN0001475,CUST000126,2022-08-21,3872100.0,
TXN0001476,CUST000573,2023-11-10,14121100.0,
TXN0001477,CUST000565,2025-07-11,5711500.0,
TXN0001478,CUST000996,2024-11-07,3477200.0,CAMP0018
TXN0001479,CUST001070,2025-04-04,575400.0,
TXN0001480,CUST000827,2023-12-04,647500.0,
TXN0001481,CUST000495,2024-08-07,2028900.0,
TXN0001482,CUST000306,2023-08-11,3293000.0,
TXN0001483,CUST000397,2024-08-25,127200.0,CAMP0017
TXN0001484,CUST000409,2025-12-29,4174800.0,
TXN0001485,CUST000502,2025-02-03,258600.0,
TXN0001486,CUST000966,2025-04-15,28610200.0,
TXN0001487,CUST000842,2023-12-07,894400.0,
TXN0001488,CUST001124,2024-12-27,4291100.0,CAMP0019
TXN0001489,CUST000024,2025-09-20,1881600.0,
TXN0001490,CUST000429,2023-06-23,29654600.0,
TXN0001491,CUST000091,2025-02-09,14232000.0,
TXN0001492,CUST000844,2025-05-23,450200.0,
TXN0001493,CUST000569,2024-06-20,4011900.0,
TXN0001494,CUST000395,2024-11-05,1926600.0,
TXN0001495,CUST000405,2022-10-19,2338400.0,
TXN0001496,CUST000065,2024-09-11,2020400.0,CAMP0017
TXN0001497,CUST000326,2024-09-09,15219700.0,
TXN0001498,CUST000434,2023-11-12,1298000.0,
TXN0001499,CUST000341,2023-08-24,6048100.0,
TXN0001500,CUST000871,2024-07-10,8410100.0,CAMP0016
TXN0001501,CUST000187,2025-10-12,110200.0,
TXN0001502,CUST000111,2023-08-14,5698100.0,
TXN0001503,CUST000493,2022-09-25,32401300.0,CAMP0005
TXN0001504,CUST000366,2023-11-14,50582700.0,
TXN0001505,CUST001120,2024-05-18,1063200.0,CAMP0015
TXN0001506,CUST000056,2025-08-24,86100.0,CAMP0023
TXN0001507,CUST000170,2025-05-23,51030100.0,CAMP0021
TXN0001508,CUST000307,2025-03-18,33129000.0,CAMP0020
TXN0001509,CUST001181,2025-06-13,4966000.0,
TXN0001510,CUST000644,2025-04-16,4357500.0,
TXN0001511,CUST000536,2024-01-14,36027300.0,CAMP0013
TXN0001512,CUST000483,2025-02-10,8774400.0,
TXN0001513,CUST000757,2025-03-10,4074000.0,
TXN0001514,CUST000109,2024-05-17,2167100.0,
TXN0001515,CUST000035,2025-10-18,11953500.0,
TXN0001516,CUST001139,2025-09-19,5083500.0,
TXN0001517,CUST000364,2025-10-15,4943500.0,
TXN0001518,CUST000549,2024-04-07,380600.0,
TXN0001519,CUST000605,2025-08-25,5069700.0,CAMP0023
TXN0001520,CUST000498,2025-10-24,3289600.0,
TXN0001521,CUST000214,2024-11-30,18944300.0,
TXN0001522,CUST000321,2024-05-03,3419500.0,CAMP0015
TXN0001523,CUST000602,2023-12-18,162600.0,
TXN0001524,CUST000963,2025-05-24,1934600.0,CAMP0021
TXN0001525,CUST000565,2024-09-17,20731200.0,
TXN0001526,CUST000077,2024-04-15,765800.0,
TXN0001527,CUST000420,2025-05-22,456900.0,
TXN0001528,CUST000251,2025-04-26,843300.0,
TXN0001529,CUST000932,2025-04-01,23004600.0,
TXN0001530,CUST001009,2024-06-11,1023100.0,
TXN0001531,CUST000081,2025-06-01,176500.0,
TXN0001532,CUST001035,2024-12-14,5695600.0,
TXN0001533,CUST000379,2025-02-16,86100.0,
TXN0001534,CUST000686,2025-07-19,46055700.0,
TXN0001535,CUST000968,2025-12-31,3344500.0,
TXN0001536,CUST000754,2025-02-17,1157800.0,
TXN0001537,CUST000253,2025-04-29,7127600.0,
TXN0001538,CUST000835,2024-01-24,1832000.0,
TXN0001539,CUST000492,2025-05-27,10786400.0,
TXN0001540,CUST000603,2023-10-18,5496900.0,
TXN0001541,CUST000095,2025-05-23,21818200.0,
TXN0001542,CUST000037,2023-05-31,4805900.0,
TXN0001543,CUST000800,2024-09-26,10388400.0,
TXN0001544,CUST000360,2023-11-13,9697800.0,
TXN0001545,CUST000995,2025-08-13,15428200.0,
TXN0001546,CUST000238,2023-07-06,6393000.0,CAMP0010
TXN0001547,CUST001127,2025-10-30,11320100.0,
TXN0001548,CUST000037,2023-06-11,4302400.0,
TXN0001549,CUST001194,2023-04-12,3506200.0,CAMP0008
TXN0001550,CUST000298,2025-09-23,2044000.0,
TXN0001551,CUST001158,2022-10-30,3964400.0,
TXN0001552,CUST000222,2024-01-16,5312000.0,
TXN0001553,CUST000113,2024-12-29,15067800.0,
TXN0001554,CUST000357,2023-04-29,19219700.0,
TXN0001555,CUST000500,2024-12-19,14338400.0,
TXN0001556,CUST000007,2024-02-10,5769100.0,
TXN0001557,CUST000832,2024-11-02,28394200.0,
TXN0001558,CUST000444,2023-08-21,28319000.0,
TXN0001559,CUST000516,2025-10-11,1290000.0,
TXN0001560,CUST000637,2025-09-09,3878200.0,CAMP0023
TXN0001561,CUST000801,2024-11-08,327100.0,
TXN0001562,CUST000793,2025-08-29,1624100.0,
TXN0001563,CUST000053,2023-08-15,2301200.0,
TXN0001564,CUST000572,2023-04-05,3129700.0,
TXN0001565,CUST000363,2025-11-12,4223000.0,CAMP0024
TXN0001566,CUST000452,2025-11-15,3738600.0,CAMP0024
TXN0001567,CUST000920,2025-06-27,3317300.0,
TXN0001568,CUST001008,2025-03-27,2389300.0,
TXN0001569,CUST001093,2023-08-20,269400.0,
TXN0001570,CUST000416,2025-11-24,5133000.0,
TXN0001571,CUST000351,2023-03-30,2772900.0,CAMP0008
TXN0001572,CUST000209,2025-05-17,10901400.0,
TXN0001573,CUST001175,2025-10-03,7264300.0,
TXN0001574,CUST000101,2025-10-13,13913400.0,
TXN0001575,CUST000811,2023-10-03,23791200.0,
TXN0001576,CUST000816,2025-04-13,24499700.0,
TXN0001577,CUST000189,2025-05-03,2315600.0,
TXN0001578,CUST000897,2024-01-30,15735700.0,
TXN0001579,CUST000694,2024-01-05,10111800.0,
TXN0001580,CUST000825,2025-08-11,880900.0,
TXN0001581,CUST000748,2023-12-28,24430100.0,CAMP0013
TXN0001582,CUST000177,2025-10-04,15868000.0,
TXN0001583,CUST000830,2025-08-28,2091500.0,
TXN0001584,CUST000285,2025-06-21,3926000.0,
TXN0001585,CUST000260,2023-10-06,1641500.0,
TXN0001586,CUST000598,2025-12-05,231600.0,
TXN0001587,CUST000173,2024-04-28,44485200.0,CAMP0015
TXN0001588,CUST000482,2025-11-20,8505500.0,CAMP0024
TXN0001589,CUST000131,2025-08-26,15554600.0,
TXN0001590,CUST000266,2025-03-04,4097000.0,CAMP0020
TXN0001591,CUST000062,2025-12-25,5146200.0,
TXN0001592,CUST000063,2023-07-23,2803800.0,
TXN0001593,CUST000768,2024-07-09,26133000.0,CAMP0016
TXN0001594,CUST000381,2025-01-17,536800.0,
TXN0001595,CUST000456,2025-05-26,2504500.0,
TXN0001596,CUST000990,2024-09-24,2533000.0,
TXN0001597,CUST000456,2025-08-10,3756500.0,
TXN0001598,CUST001003,2025-05-16,14908100.0,
TXN0001599,CUST000589,2023-09-22,4231500.0,
TXN0001600,CUST001050,2025-08-06,2989200.0,
TXN0001601,CUST000992,2023-02-16,2256300.0,
TXN0001602,CUST001192,2025-02-21,3347800.0,CAMP0020
TXN0001603,CUST000930,2024-10-30,4823800.0,
TXN0001604,CUST000440,2025-12-06,19041000.0,
TXN0001605,CUST000033,2024-01-21,1932500.0,
TXN0001606,CUST000179,2025-01-24,1563700.0,
TXN0001607,CUST000270,2025-12-06,17037600.0,
TXN0001608,CUST000281,2024-12-20,9581600.0,
TXN0001609,CUST000344,2023-01-21,13469600.0,
TXN0001610,CUST000590,2023-04-24,48275700.0,
TXN0001611,CUST000081,2024-11-26,796000.0,CAMP0018
TXN0001612,CUST000269,2024-09-25,11681700.0,
TXN0001613,CUST000985,2024-08-29,11223100.0,CAMP0017
TXN0001614,CUST000296,2025-12-16,17439400.0,
TXN0001615,CUST000847,2025-06-03,4457700.0,
TXN0001616,CUST001056,2023-09-20,5639500.0,
TXN0001617,CUST000390,2025-10-12,21943600.0,
TXN0001618,CUST000294,2025-11-24,693600.0,
TXN0001619,CUST000190,2023-08-25,11077000.0,
TXN0001620,CUST000418,2025-12-25,59842400.0,
TXN0001621,CUST000371,2025-12-13,32227500.0,
TXN0001622,CUST000991,2024-11-04,14766500.0,
TXN0001623,CUST001135,2025-07-08,11745100.0,
TXN0001624,CUST001126,2025-02-21,1586000.0,
TXN0001625,CUST000445,2025-12-25,8638400.0,
TXN0001626,CUST000351,2022-09-03,19643000.0,
TXN0001627,CUST000342,2025-04-24,2906900.0,
TXN0001628,CUST000547,2025-01-28,878000.0,
TXN0001629,CUST001010,2024-04-09,23873100.0,
TXN0001630,CUST001170,2025-03-19,2201100.0,
TXN0001631,CUST001193,2025-04-04,177400.0,
TXN0001632,CUST000902,2024-01-31,1704600.0,
TXN0001633,CUST001080,2025-08-09,117200.0,
TXN0001634,CUST000670,2023-08-23,14102500.0,
TXN0001635,CUST000112,2025-06-14,2103200.0,
TXN0001636,CUST001136,2025-04-28,3408700.0,CAMP0021
TXN0001637,CUST000125,2025-09-26,58000.0,
TXN0001638,CUST000570,2025-05-16,908600.0,CAMP0021
TXN0001639,CUST000711,2025-02-24,1419500.0,
TXN0001640,CUST000343,2025-07-25,1785000.0,
TXN0001641,CUST000408,2025-08-14,5844900.0,
TXN0001642,CUST001181,2025-04-10,7551200.0,
TXN0001643,CUST000815,2024-06-23,25690600.0,CAMP0016
TXN0001644,CUST000840,2025-10-28,13013500.0,CAMP0024
TXN0001645,CUST000215,2023-10-06,3098100.0,CAMP0011
TXN0001646,CUST001084,2025-02-26,1801600.0,CAMP0020
TXN0001647,CUST000884,2024-10-21,7375700.0,
TXN0001648,CUST000213,2023-01-23,4771400.0,
TXN0001649,CUST001075,2023-06-26,20830500.0,
TXN0001650,CUST000770,2024-08-09,341800.0,
TXN0001651,CUST000752,2024-12-14,1041100.0,
TXN0001652,CUST000200,2023-07-13,6680700.0,CAMP0010
TXN0001653,CUST000435,2024-02-06,15553000.0,
TXN0001654,CUST000866,2023-08-29,2979100.0,
TXN0001655,CUST000124,2024-11-03,28132600.0,CAMP0018
TXN0001656,CUST001088,2023-07-19,6203000.0,CAMP0010
TXN0001657,CUST000256,2023-09-25,14089200.0,CAMP0011
TXN0001658,CUST000762,2025-07-09,7770600.0,
TXN0001659,CUST000890,2024-12-15,744700.0,
TXN0001660,CUST000243,2025-05-18,1351800.0,CAMP0021
TXN0001661,CUST001135,2025-07-05,2244400.0,CAMP0022
TXN0001662,CUST001002,2025-02-19,46218100.0,
TXN0001663,CUST000304,2025-06-29,1492200.0,
TXN0001664,CUST000950,2023-12-04,14555600.0,
TXN0001665,CUST000209,2025-08-11,6901000.0,
TXN0001666,CUST000681,2023-07-06,298200.0,
TXN0001667,CUST000565,2025-08-11,1133100.0,
TXN0001668,CUST000036,2025-08-29,7241600.0,
TXN0001669,CUST001017,2022-06-27,8551500.0,
TXN0001670,CUST000408,2024-11-03,23035900.0,
TXN0001671,CUST001075,2024-01-17,2302600.0,CAMP0013
TXN0001672,CUST000826,2025-01-24,2145800.0,
TXN0001673,CUST000916,2025-12-13,8578300.0,
TXN0001674,CUST001176,2022-03-02,23087800.0,
TXN0001675,CUST000524,2025-11-19,350100.0,
TXN0001676,CUST001018,2025-05-20,6892400.0,
TXN0001677,CUST000783,2025-11-02,5105700.0,
TXN0001678,CUST001170,2025-02-13,957800.0,
TXN0001679,CUST000375,2025-06-20,3974700.0,CAMP0022
TXN0001680,CUST000286,2025-04-06,5342800.0,
TXN0001681,CUST000217,2025-04-06,12719100.0,
TXN0001682,CUST000482,2024-11-27,18379800.0,
TXN0001683,CUST001101,2024-10-13,13314000.0,
TXN0001684,CUST000247,2025-11-12,26852900.0,
TXN0001685,CUST001105,2024-12-12,1369200.0,
TXN0001686,CUST001107,2023-05-28,42707600.0,CAMP0009
TXN0001687,CUST000188,2025-03-24,8888400.0,
TXN0001688,CUST000868,2025-11-13,25547100.0,CAMP0024
TXN0001689,CUST000470,2023-07-16,13342700.0,CAMP0010
TXN0001690,CUST000363,2025-09-03,2118600.0,CAMP0023
TXN0001691,CUST001190,2025-01-30,795700.0,
TXN0001692,CUST000580,2025-11-27,47926500.0,
TXN0001693,CUST000311,2023-09-15,20859100.0,
TXN0001694,CUST000729,2025-11-26,1748800.0,
TXN0001695,CUST000001,2025-06-11,9205500.0,
TXN0001696,CUST000810,2024-12-04,1944300.0,
TXN0001697,CUST000046,2025-01-12,675300.0,CAMP0019
TXN0001698,CUST000509,2024-10-20,2020200.0,
TXN0001699,CUST000700,2024-05-04,2396100.0,
TXN0001700,CUST000045,2024-04-13,2532700.0,
TXN0001701,CUST000200,2024-08-26,924900.0,
TXN0001702,CUST000853,2024-09-07,761600.0,
TXN0001703,CUST000134,2025-09-22,18448100.0,
TXN0001704,CUST000199,2025-02-19,1086900.0,
TXN0001705,CUST000848,2025-06-03,3919500.0,
TXN0001706,CUST000379,2025-05-22,55861100.0,
TXN0001707,CUST000781,2024-08-19,4823400.0,
TXN0001708,CUST000643,2023-01-24,719000.0,
TXN0001709,CUST000370,2023-06-10,8574300.0,
TXN0001710,CUST000972,2023-08-23,14096200.0,
TXN0001711,CUST000510,2024-11-21,24786600.0,CAMP0018
TXN0001712,CUST000777,2025-02-09,1045000.0,
TXN0001713,CUST001173,2024-11-28,1689300.0,CAMP0018
TXN0001714,CUST000769,2025-07-23,33228200.0,
TXN0001715,CUST000030,2024-02-18,13322700.0,
TXN0001716,CUST001170,2025-05-18,9111400.0,CAMP0021
TXN0001717,CUST000529,2024-06-06,6128500.0,
TXN0001718,CUST000813,2025-09-12,32771000.0,
TXN0001719,CUST000312,2024-08-13,2767200.0,
TXN0001720,CUST000637,2025-07-16,27305300.0,
TXN0001721,CUST000057,2025-06-04,943500.0,
TXN0001722,CUST000205,2022-07-28,1177200.0,
TXN0001723,CUST001100,2023-09-26,8823600.0,
TXN0001724,CUST001013,2024-11-05,1573100.0,
TXN0001725,CUST000028,2025-08-28,13764100.0,
TXN0001726,CUST000110,2023-07-17,33260700.0,
TXN0001727,CUST000346,2025-04-02,14112300.0,
TXN0001728,CUST001032,2024-08-03,6405600.0,
TXN0001729,CUST000626,2025-03-27,1025000.0,
TXN0001730,CUST000158,2022-12-11,11596500.0,
TXN0001731,CUST001101,2025-02-04,17156000.0,
TXN0001732,CUST000602,2025-03-26,6188900.0,
TXN0001733,CUST001137,2025-10-06,6049000.0,
TXN0001734,CUST000793,2025-04-20,486000.0,
TXN0001735,CUST000399,2023-11-30,44706800.0,
TXN0001736,CUST000471,2025-02-22,675900.0,
TXN0001737,CUST000812,2024-11-27,20948900.0,CAMP0018
TXN0001738,CUST000536,2024-02-16,16485600.0,
TXN0001739,CUST001132,2025-06-02,726000.0,CAMP0021
TXN0001740,CUST000302,2025-10-28,29302800.0,CAMP0024
TXN0001741,CUST000986,2025-04-07,2059300.0,
TXN0001742,CUST000282,2023-07-24,3930700.0,
TXN0001743,CUST000271,2024-05-17,4176300.0,
TXN0001744,CUST001126,2025-08-02,23490200.0,
TXN0001745,CUST001161,2025-03-16,14150100.0,CAMP0020
TXN0001746,CUST000092,2025-11-13,2508600.0,CAMP0024
TXN0001747,CUST000034,2023-09-26,27322800.0,CAMP0011
TXN0001748,CUST000606,2025-04-30,1985400.0,
TXN0001749,CUST000500,2025-04-22,116700.0,
TXN0001750,CUST000989,2024-07-06,50579800.0,
TXN0001751,CUST000201,2023-12-20,752100.0,
TXN0001752,CUST000937,2025-11-22,3400400.0,CAMP0024
TXN0001753,CUST000893,2025-03-31,6429100.0,
TXN0001754,CUST000185,2025-05-12,4834000.0,
TXN0001755,CUST000551,2025-11-28,1383900.0,
TXN0001756,CUST000753,2025-07-06,4703800.0,CAMP0022
TXN0001757,CUST000032,2025-05-29,22382200.0,
TXN0001758,CUST000994,2025-09-22,365200.0,
TXN0001759,CUST000760,2025-08-10,3441800.0,
TXN0001760,CUST000773,2025-01-02,78403600.0,CAMP0019
TXN0001761,CUST001134,2025-12-22,688500.0,
TXN0001762,CUST000286,2025-04-30,50119800.0,CAMP0021
TXN0001763,CUST000283,2024-09-27,951900.0,
TXN0001764,CUST000575,2024-02-27,37270200.0,
TXN0001765,CUST001050,2025-08-28,561100.0,
TXN0001766,CUST000542,2025-08-08,5805300.0,
TXN0001767,CUST000996,2022-12-13,25419700.0,
TXN0001768,CUST000752,2025-05-13,272900.0,
TXN0001769,CUST000102,2024-04-08,4138600.0,
TXN0001770,CUST000279,2024-02-01,3917200.0,
TXN0001771,CUST000183,2025-06-07,3224100.0,
TXN0001772,CUST000860,2023-06-18,16755600.0,
TXN0001773,CUST000188,2025-04-09,35424700.0,
TXN0001774,CUST000166,2025-12-30,5379600.0,
TXN0001775,CUST000903,2023-01-13,9371500.0,
TXN0001776,CUST000526,2025-12-29,639000.0,
TXN0001777,CUST001151,2024-07-22,14917400.0,
TXN0001778,CUST000845,2025-02-10,1013400.0,
TXN0001779,CUST000237,2025-08-02,594800.0,
TXN0001780,CUST000972,2023-12-28,1482400.0,CAMP0013
TXN0001781,CUST000721,2025-09-18,15788300.0,
TXN0001782,CUST000738,2025-04-23,1410800.0,
TXN0001783,CUST000831,2024-09-21,12545300.0,
TXN0001784,CUST000363,2024-09-21,2328000.0,
TXN0001785,CUST000283,2024-11-20,787800.0,CAMP0018
TXN0001786,CUST000567,2025-10-20,35235300.0,
TXN0001787,CUST000920,2025-10-28,1648200.0,
TXN0001788,CUST000020,2025-10-18,1863000.0,
TXN0001789,CUST000665,2025-02-28,517800.0,
TXN0001790,CUST000209,2025-08-04,1337300.0,
TXN0001791,CUST000948,2025-10-17,3652400.0,
TXN0001792,CUST000797,2022-05-06,4333100.0,
TXN0001793,CUST000760,2025-01-22,2834200.0,
TXN0001794,CUST000277,2025-02-22,2257300.0,CAMP0020
TXN0001795,CUST000691,2024-06-10,33891200.0,
TXN0001796,CUST000696,2022-10-18,7849000.0,
TXN0001797,CUST000102,2025-01-31,1674900.0,
TXN0001798,CUST000443,2023-10-10,197800.0,CAMP0011
TXN0001799,CUST000259,2024-05-06,1136800.0,CAMP0015
TXN0001800,CUST000193,2024-02-23,22696200.0,
TXN0001801,CUST000766,2025-08-27,17192400.0,
TXN0001802,CUST001183,2025-06-26,686400.0,
TXN0001803,CUST001122,2023-03-24,42009600.0,
TXN0001804,CUST000978,2023-09-21,2413000.0,
TXN0001805,CUST001026,2024-11-23,2911400.0,CAMP0018
TXN0001806,CUST000461,2023-09-22,46980400.0,
TXN0001807,CUST000322,2025-04-17,2226700.0,
TXN0001808,CUST001011,2025-02-04,49035700.0,
TXN0001809,CUST001101,2024-02-01,2084000.0,
TXN0001810,CUST000449,2023-08-10,2377200.0,
TXN0001811,CUST000864,2022-11-03,6829600.0,
TXN0001812,CUST000029,2025-06-13,900400.0,
TXN0001813,CUST000805,2025-08-10,4736300.0,
TXN0001814,CUST000686,2025-12-14,48563100.0,
TXN0001815,CUST000351,2025-06-08,8393500.0,
TXN0001816,CUST000290,2024-08-06,4524100.0,
TXN0001817,CUST000949,2023-09-08,46098700.0,CAMP0011
TXN0001818,CUST000203,2024-12-15,17600.0,
TXN0001819,CUST001070,2025-09-14,3029900.0,
TXN0001820,CUST001031,2024-11-17,537800.0,
TXN0001821,CUST000641,2025-06-29,1501100.0,
TXN0001822,CUST000981,2025-05-09,17032700.0,
TXN0001823,CUST000637,2025-01-19,13628600.0,
TXN0001824,CUST000345,2025-06-18,4568400.0,
TXN0001825,CUST001100,2024-01-19,7349000.0,CAMP0013
TXN0001826,CUST000571,2024-10-25,6027100.0,
TXN0001827,CUST000738,2023-12-15,135000.0,
TXN0001828,CUST000027,2024-01-01,674200.0,
TXN0001829,CUST000568,2025-11-11,10146800.0,
TXN0001830,CUST000261,2023-04-17,635600.0,
TXN0001831,CUST001031,2022-12-15,38963800.0,
TXN0001832,CUST000706,2025-02-28,953000.0,
TXN0001833,CUST000332,2024-09-10,1706200.0,
TXN0001834,CUST001088,2024-03-02,258300.0,
TXN0001835,CUST000508,2025-10-22,15800800.0,
TXN0001836,CUST001163,2025-01-01,2858000.0,
TXN0001837,CUST000752,2025-02-09,49852500.0,
TXN0001838,CUST001169,2025-07-29,10360900.0,
TXN0001839,CUST000904,2025-04-27,2799700.0,CAMP0021
TXN0001840,CUST000343,2025-11-10,11913000.0,
TXN0001841,CUST000241,2022-09-17,14186000.0,
TXN0001842,CUST001137,2025-12-26,7957500.0,
TXN0001843,CUST000201,2025-12-11,14083900.0,
TXN0001844,CUST001147,2025-04-20,13197000.0,
TXN0001845,CUST000749,2024-07-13,26921900.0,
TXN0001846,CUST000072,2025-12-23,2224300.0,
TXN0001847,CUST000831,2024-01-14,3000300.0,CAMP0013
TXN0001848,CUST000823,2025-09-18,19218900.0,
TXN0001849,CUST000760,2025-12-26,14744700.0,
TXN0001850,CUST000575,2024-04-02,943500.0,CAMP0014
TXN0001851,CUST001097,2024-05-11,39902300.0,
TXN0001852,CUST000761,2025-11-21,3590800.0,
TXN0001853,CUST000566,2022-12-21,778600.0,
TXN0001854,CUST000372,2024-06-10,99400.0,
TXN0001855,CUST000543,2025-12-22,10272500.0,
TXN0001856,CUST000115,2024-10-30,14395000.0,
TXN0001857,CUST000730,2025-10-13,2434100.0,
TXN0001858,CUST001125,2025-05-25,345900.0,CAMP0021
TXN0001859,CUST000743,2025-12-07,18217900.0,
TXN0001860,CUST001021,2023-01-27,404400.0,
TXN0001861,CUST000336,2023-01-25,19743000.0,
TXN0001862,CUST000664,2024-10-28,418200.0,CAMP0018
TXN0001863,CUST000096,2024-12-05,4974000.0,
TXN0001864,CUST000753,2025-09-11,34541000.0,
TXN0001865,CUST000382,2024-05-20,5355800.0,
TXN0001866,CUST000446,2025-01-09,1805300.0,
TXN0001867,CUST000719,2025-11-27,12788100.0,
TXN0001868,CUST000382,2025-10-26,49737200.0,CAMP0024
TXN0001869,CUST000465,2023-08-16,2192700.0,
TXN0001870,CUST000265,2025-07-05,2722000.0,
TXN0001871,CUST001129,2025-01-29,5656000.0,
TXN0001872,CUST000797,2025-06-12,3351000.0,
TXN0001873,CUST001007,2023-12-30,3410600.0,
TXN0001874,CUST001144,2024-02-12,690400.0,
TXN0001875,CUST000537,2025-11-09,2794300.0,CAMP0024
TXN0001876,CUST000444,2025-07-13,829100.0,
TXN0001877,CUST000599,2024-01-23,27769400.0,
TXN0001878,CUST000366,2025-10-20,5943100.0,
TXN0001879,CUST000762,2025-03-11,10756400.0,
TXN0001880,CUST001008,2024-02-14,8063300.0,
TXN0001881,CUST000995,2025-09-26,11292700.0,
TXN0001882,CUST000028,2025-12-05,8406400.0,
TXN0001883,CUST000358,2025-02-07,8484000.0,
TXN0001884,CUST000818,2024-03-31,27836000.0,CAMP0014
TXN0001885,CUST000357,2025-08-16,428500.0,
TXN0001886,CUST000877,2025-07-03,529500.0,CAMP0022
TXN0001887,CUST000035,2025-08-23,1091600.0,
TXN0001888,CUST000434,2025-04-26,2941300.0,
TXN0001889,CUST000002,2025-10-25,4612800.0,
TXN0001890,CUST000031,2023-06-23,5541800.0,
TXN0001891,CUST001171,2025-06-30,17368100.0,CAMP0022
TXN0001892,CUST000874,2025-09-11,3329900.0,
TXN0001893,CUST000943,2025-09-08,8576000.0,CAMP0023
TXN0001894,CUST000783,2024-04-20,14534600.0,
TXN0001895,CUST000256,2024-02-03,792800.0,
TXN0001896,CUST000142,2025-03-03,3355600.0,
TXN0001897,CUST000558,2024-08-23,7946200.0,CAMP0017
TXN0001898,CUST001116,2025-02-15,9584800.0,
TXN0001899,CUST000413,2024-09-23,1260800.0,
TXN0001900,CUST000048,2024-08-22,202000.0,CAMP0017
TXN0001901,CUST000558,2025-06-13,29923600.0,
TXN0001902,CUST000422,2024-09-06,3062200.0,CAMP0017
TXN0001903,CUST000948,2025-07-13,299300.0,
TXN0001904,CUST000644,2025-12-12,22425800.0,
TXN0001905,CUST000577,2024-10-08,6043700.0,
TXN0001906,CUST000150,2024-10-10,4303400.0,
TXN0001907,CUST000584,2023-10-11,3013500.0,
TXN0001908,CUST000263,2025-10-27,1456300.0,CAMP0024
TXN0001909,CUST001170,2025-05-16,563200.0,
TXN0001910,CUST000089,2024-09-07,5866300.0,CAMP0017
TXN0001911,CUST001200,2023-09-17,1307500.0,CAMP0011
TXN0001912,CUST000624,2025-01-16,6561400.0,
TXN0001913,CUST000057,2025-06-23,46807700.0,
TXN0001914,CUST000730,2024-09-08,49322400.0,
TXN0001915,CUST000535,2024-08-28,7333300.0,CAMP0017
TXN0001916,CUST000099,2025-04-23,896500.0,
TXN0001917,CUST000510,2023-09-06,2156200.0,
TXN0001918,CUST000221,2024-05-13,4660300.0,CAMP0015
TXN0001919,CUST000289,2024-05-26,19960800.0,
TXN0001920,CUST000132,2025-10-26,2990000.0,CAMP0024
TXN0001921,CUST000097,2025-03-09,35243300.0,CAMP0020
TXN0001922,CUST000919,2024-10-17,1620200.0,
TXN0001923,CUST000479,2023-03-01,14925800.0,
TXN0001924,CUST001175,2025-06-04,1018900.0,
TXN0001925,CUST000450,2025-01-13,20026800.0,
TXN0001926,CUST000748,2024-01-05,10404700.0,CAMP0013
TXN0001927,CUST000432,2025-05-21,151000.0,
TXN0001928,CUST001139,2024-03-14,25659600.0,
