transaction_item_id,transaction_id,product_id,quantity,price
TI00004316,TXN0001416,PROD00031,4,571800.0
TI00004317,TXN0001417,PROD00104,2,179700.0
TI00004318,TXN0001417,PROD00111,3,5440300.0
TI00004319,TXN0001418,PROD00087,3,86200.0
TI00004320,TXN0001418,PROD00041,4,792800.0
TI00004321,TXN0001419,PROD00022,1,1337300.0
TI00004322,TXN0001420,PROD00014,4,2104400.0
TI00004323,TXN0001420,PROD00001,2,179800.0
TI00004324,TXN0001421,PROD00094,3,365200.0
TI00004325,TXN0001421,PROD00174,1,71600.0
TI00004326,TXN0001421,PROD00176,1,168200.0
TI00004327,TXN0001422,PROD00150,1,874600.0
TI00004328,TXN0001423,PROD00050,2,134700.0
TI00004329,TXN0001424,PROD00069,3,145200.0
TI00004330,TXN0001425,PROD00073,3,55700.0
TI00004331,TXN0001425,PROD00036,2,11966500.0
TI00004332,TXN0001425,PROD00017,1,61400.0
TI00004333,TXN0001425,PROD00119,4,3450500.0
TI00004334,TXN0001425,PROD00156,2,117900.0
TI00004335,TXN0001426,PROD00171,4,9207400.0
TI00004336,TXN0001426,PROD00042,4,110400.0
TI00004337,TXN0001426,PROD00178,3,55100.0
TI00004338,TXN0001427,PROD00168,2,54200.0
TI00004339,TXN0001427,PROD00103,3,499800.0
TI00004340,TXN0001427,PROD00108,3,570800.0
TI00004341,TXN0001428,PROD00010,1,675900.0
TI00004342,TXN0001428,PROD00021,1,423700.0
TI00004343,TXN0001429,PROD00033,3,10971800.0
TI00004344,TXN0001429,PROD00039,3,1936200.0
TI00004345,TXN0001429,PROD00019,2,353800.0
TI00004346,TXN0001429,PROD00073,4,55700.0
TI00004347,TXN0001430,PROD00078,3,473100.0
TI00004348,TXN0001430,PROD00054,2,1692000.0
TI00004349,TXN0001430,PROD00122,4,2205900.0
TI00004350,TXN0001430,PROD00168,2,54200.0
TI00004351,TXN0001430,PROD00009,3,183500.0
TI00004352,TXN0001431,PROD00065,4,846500.0
TI00004353,TXN0001432,PROD00169,2,6358700.0
TI00004354,TXN0001432,PROD00102,3,171600.0
TI00004355,TXN0001432,PROD00083,4,6771700.0
TI00004356,TXN0001432,PROD00116,3,561100.0
TI00004357,TXN0001433,PROD00002,3,1365600.0
TI00004358,TXN0001433,PROD00043,4,223400.0
TI00004359,TXN0001434,PROD00062,4,83600.0
TI00004360,TXN0001434,PROD00132,3,6814300.0
TI00004361,TXN0001435,PROD00107,1,75800.0
TI00004362,TXN0001435,PROD00010,3,675900.0
TI00004363,TXN0001436,PROD00027,4,124600.0
TI00004364,TXN0001437,PROD00038,3,3280700.0
TI00004365,TXN0001437,PROD00086,4,8987800.0
TI00004366,TXN0001438,PROD00157,3,6815900.0
TI00004367,TXN0001438,PROD00051,4,752100.0
TI00004368,TXN0001438,PROD00112,1,3050100.0
TI00004369,TXN0001438,PROD00011,3,810900.0
TI00004370,TXN0001438,PROD00117,3,188000.0
TI00004371,TXN0001439,PROD00161,2,231200.0
TI00004372,TXN0001439,PROD00017,3,61400.0
TI00004373,TXN0001439,PROD00122,2,2205900.0
TI00004374,TXN0001439,PROD00107,4,75800.0
TI00004375,TXN0001439,PROD00119,3,3450500.0
TI00004376,TXN0001440,PROD00059,3,3249400.0
TI00004377,TXN0001441,PROD00136,2,787800.0
TI00004378,TXN0001442,PROD00062,1,83600.0
TI00004379,TXN0001442,PROD00102,1,171600.0
TI00004380,TXN0001442,PROD00001,3,179800.0
TI00004381,TXN0001442,PROD00111,4,5440300.0
TI00004382,TXN0001443,PROD00055,1,29300.0
TI00004383,TXN0001443,PROD00137,2,59500.0
TI00004384,TXN0001443,PROD00170,4,806200.0
TI00004385,TXN0001443,PROD00142,3,324600.0
TI00004386,TXN0001443,PROD00074,2,99400.0
TI00004387,TXN0001444,PROD00021,4,423700.0
TI00004388,TXN0001444,PROD00085,1,262600.0
TI00004389,TXN0001444,PROD00166,1,120600.0
TI00004390,TXN0001444,PROD00063,2,631600.0
TI00004391,TXN0001445,PROD00172,2,162600.0
TI00004392,TXN0001445,PROD00066,4,162000.0
TI00004393,TXN0001445,PROD00107,2,75800.0
TI00004394,TXN0001446,PROD00074,3,99400.0
TI00004395,TXN0001447,PROD00164,1,103200.0
TI00004396,TXN0001447,PROD00018,2,2056700.0
TI00004397,TXN0001447,PROD00020,1,176500.0
TI00004398,TXN0001447,PROD00040,3,3685900.0
TI00004399,TXN0001447,PROD00032,2,359500.0
TI00004400,TXN0001448,PROD00137,3,59500.0
TI00004401,TXN0001448,PROD00120,1,283500.0
TI00004402,TXN0001448,PROD00131,3,2828000.0
TI00004403,TXN0001448,PROD00032,1,359500.0
TI00004404,TXN0001448,PROD00124,3,11671600.0
TI00004405,TXN0001449,PROD00140,1,10502400.0
TI00004406,TXN0001449,PROD00065,1,846500.0
TI00004407,TXN0001450,PROD00042,2,110400.0
TI00004408,TXN0001450,PROD00134,4,1383900.0
TI00004409,TXN0001450,PROD00177,3,228400.0
TI00004410,TXN0001451,PROD00111,2,5440300.0
TI00004411,TXN0001451,PROD00027,2,124600.0
TI00004412,TXN0001451,PROD00132,2,6814300.0
TI00004413,TXN0001451,PROD00104,4,179700.0
TI00004414,TXN0001452,PROD00143,3,115300.0
TI00004415,TXN0001452,PROD00118,2,97800.0
TI00004416,TXN0001452,PROD00100,1,546800.0
TI00004417,TXN0001452,PROD00083,1,6771700.0
TI00004418,TXN0001453,PROD00005,3,613400.0
TI00004419,TXN0001453,PROD00171,4,9207400.0
TI00004420,TXN0001453,PROD00096,1,366200.0
TI00004421,TXN0001454,PROD00035,1,3271400.0
TI00004422,TXN0001455,PROD00152,2,170900.0
TI00004423,TXN0001456,PROD00142,3,324600.0
TI00004424,TXN0001456,PROD00088,2,220600.0
TI00004425,TXN0001456,PROD00031,3,571800.0
TI00004426,TXN0001456,PROD00160,4,297400.0
TI00004427,TXN0001456,PROD00009,3,183500.0
TI00004428,TXN0001457,PROD00179,4,1206500.0
TI00004429,TXN0001457,PROD00067,2,1694500.0
TI00004430,TXN0001458,PROD00020,3,176500.0
TI00004431,TXN0001458,PROD00128,4,202200.0
TI00004432,TXN0001458,PROD00079,1,31800.0
TI00004433,TXN0001459,PROD00048,1,88700.0
TI00004434,TXN0001459,PROD00024,3,595000.0
TI00004435,TXN0001459,PROD00036,1,11966500.0
TI00004436,TXN0001460,PROD00047,2,165600.0
TI00004437,TXN0001461,PROD00060,1,218600.0
TI00004438,TXN0001462,PROD00139,3,621000.0
TI00004439,TXN0001462,PROD00021,3,423700.0
TI00004440,TXN0001462,PROD00141,1,527900.0
TI00004441,TXN0001462,PROD00148,4,272900.0
TI00004442,TXN0001462,PROD00177,1,228400.0
TI00004443,TXN0001463,PROD00024,1,595000.0
TI00004444,TXN0001463,PROD00169,2,6358700.0
TI00004445,TXN0001463,PROD00086,1,8987800.0
TI00004446,TXN0001463,PROD00069,1,145200.0
TI00004447,TXN0001464,PROD00011,1,810900.0
TI00004448,TXN0001464,PROD00121,3,190400.0
TI00004449,TXN0001464,PROD00093,2,2689800.0
TI00004450,TXN0001464,PROD00104,2,179700.0
TI00004451,TXN0001465,PROD00048,1,88700.0
TI00004452,TXN0001465,PROD00167,1,79900.0
TI00004453,TXN0001466,PROD00044,2,2984700.0
TI00004454,TXN0001466,PROD00175,4,99600.0
TI00004455,TXN0001467,PROD00127,2,172600.0
TI00004456,TXN0001467,PROD00141,1,527900.0
TI00004457,TXN0001468,PROD00171,3,9207400.0
TI00004458,TXN0001468,PROD00100,2,546800.0
TI00004459,TXN0001468,PROD00050,4,134700.0
TI00004460,TXN0001468,PROD00136,4,787800.0
TI00004461,TXN0001468,PROD00075,3,382900.0
TI00004462,TXN0001469,PROD00032,4,359500.0
TI00004463,TXN0001469,PROD00108,1,570800.0
TI00004464,TXN0001469,PROD00066,1,162000.0
TI00004465,TXN0001469,PROD00166,4,120600.0
TI00004466,TXN0001469,PROD00155,2,277300.0
TI00004467,TXN0001470,PROD00048,2,88700.0
TI00004468,TXN0001470,PROD00165,2,242000.0
TI00004469,TXN0001470,PROD00149,1,370000.0
TI00004470,TXN0001470,PROD00031,2,571800.0
TI00004471,TXN0001470,PROD00172,2,162600.0
TI00004472,TXN0001471,PROD00056,1,246400.0
TI00004473,TXN0001471,PROD00071,1,501200.0
TI00004474,TXN0001472,PROD00028,2,497400.0
TI00004475,TXN0001472,PROD00088,2,220600.0
TI00004476,TXN0001472,PROD00053,1,197800.0
TI00004477,TXN0001472,PROD00115,3,1810600.0
TI00004478,TXN0001473,PROD00169,4,6358700.0
TI00004479,TXN0001473,PROD00133,2,521500.0
TI00004480,TXN0001473,PROD00175,2,99600.0
TI00004481,TXN0001473,PROD00071,2,501200.0
TI00004482,TXN0001474,PROD00071,1,501200.0
TI00004483,TXN0001474,PROD00112,4,3050100.0
TI00004484,TXN0001474,PROD00013,4,1045000.0
TI00004485,TXN0001474,PROD00065,2,846500.0
TI00004486,TXN0001475,PROD00135,1,495100.0
TI00004487,TXN0001475,PROD00075,3,382900.0
TI00004488,TXN0001475,PROD00053,2,197800.0
TI00004489,TXN0001475,PROD00106,3,610900.0
TI00004490,TXN0001476,PROD00004,4,1254300.0
TI00004491,TXN0001476,PROD00122,3,2205900.0
TI00004492,TXN0001476,PROD00136,3,787800.0
TI00004493,TXN0001476,PROD00017,2,61400.0
TI00004494,TXN0001477,PROD00070,4,191800.0
TI00004495,TXN0001477,PROD00042,2,110400.0
TI00004496,TXN0001477,PROD00123,1,520300.0
TI00004497,TXN0001477,PROD00057,2,2101600.0
TI00004498,TXN0001478,PROD00142,2,324600.0
TI00004499,TXN0001478,PROD00131,1,2828000.0
TI00004500,TXN0001479,PROD00070,3,191800.0
TI00004501,TXN0001480,PROD00146,1,647500.0
TI00004502,TXN0001481,PROD00063,2,631600.0
TI00004503,TXN0001481,PROD00172,4,162600.0
TI00004504,TXN0001481,PROD00143,1,115300.0
TI00004505,TXN0001482,PROD00177,3,228400.0
TI00004506,TXN0001482,PROD00142,1,324600.0
TI00004507,TXN0001482,PROD00108,4,570800.0
TI00004508,TXN0001483,PROD00079,4,31800.0
TI00004509,TXN0001484,PROD00172,1,162600.0
TI00004510,TXN0001484,PROD00155,4,277300.0
TI00004511,TXN0001484,PROD00145,4,626300.0
TI00004512,TXN0001484,PROD00092,2,198900.0
TI00004513,TXN0001485,PROD00087,3,86200.0
TI00004514,TXN0001486,PROD00086,1,8987800.0
TI00004515,TXN0001486,PROD00127,1,172600.0
TI00004516,TXN0001486,PROD00059,1,3249400.0
TI00004517,TXN0001486,PROD00111,2,5440300.0
TI00004518,TXN0001486,PROD00144,2,2659900.0
TI00004519,TXN0001487,PROD00120,1,283500.0
TI00004520,TXN0001487,PROD00106,1,610900.0
TI00004521,TXN0001488,PROD00057,2,2101600.0
TI00004522,TXN0001488,PROD00055,3,29300.0
TI00004523,TXN0001489,PROD00072,4,470400.0
TI00004524,TXN0001490,PROD00061,1,8063300.0
TI00004525,TXN0001490,PROD00157,3,6815900.0
TI00004526,TXN0001490,PROD00031,2,571800.0
TI00004527,TXN0001491,PROD00139,1,621000.0
TI00004528,TXN0001491,PROD00043,4,223400.0
TI00004529,TXN0001491,PROD00169,2,6358700.0
TI00004530,TXN0001492,PROD00023,2,225100.0
TI00004531,TXN0001493,PROD00179,2,1206500.0
TI00004532,TXN0001493,PROD00090,1,838900.0
TI00004533,TXN0001493,PROD00092,1,198900.0
TI00004534,TXN0001493,PROD00116,1,561100.0
TI00004535,TXN0001494,PROD00060,2,218600.0
TI00004536,TXN0001494,PROD00012,2,744700.0
TI00004537,TXN0001495,PROD00118,4,97800.0
TI00004538,TXN0001495,PROD00016,2,167400.0
TI00004539,TXN0001495,PROD00170,2,806200.0
TI00004540,TXN0001496,PROD00094,3,365200.0
TI00004541,TXN0001496,PROD00161,4,231200.0
TI00004542,TXN0001497,PROD00002,2,1365600.0
TI00004543,TXN0001497,PROD00044,4,2984700.0
TI00004544,TXN0001497,PROD00096,1,366200.0
TI00004545,TXN0001497,PROD00009,1,183500.0
TI00004546,TXN0001498,PROD00107,4,75800.0
TI00004547,TXN0001498,PROD00028,2,497400.0
TI00004548,TXN0001499,PROD00143,3,115300.0
TI00004549,TXN0001499,PROD00174,4,71600.0
TI00004550,TXN0001499,PROD00136,2,787800.0
TI00004551,TXN0001499,PROD00152,2,170900.0
TI00004552,TXN0001499,PROD00150,4,874600.0
TI00004553,TXN0001500,PROD00114,2,362300.0
TI00004554,TXN0001500,PROD00072,1,470400.0
TI00004555,TXN0001500,PROD00081,2,41700.0
TI00004556,TXN0001500,PROD00067,4,1694500.0
TI00004557,TXN0001500,PROD00156,3,117900.0
TI00004558,TXN0001501,PROD00178,2,55100.0
TI00004559,TXN0001502,PROD00029,2,747300.0
TI00004560,TXN0001502,PROD00144,1,2659900.0
TI00004561,TXN0001502,PROD00123,2,520300.0
TI00004562,TXN0001502,PROD00102,2,171600.0
TI00004563,TXN0001502,PROD00167,2,79900.0
TI00004564,TXN0001503,PROD00156,1,117900.0
TI00004565,TXN0001503,PROD00140,3,10502400.0
TI00004566,TXN0001503,PROD00019,1,353800.0
TI00004567,TXN0001503,PROD00062,3,83600.0
TI00004568,TXN0001503,PROD00138,3,57200.0
TI00004569,TXN0001504,PROD00126,1,219500.0
TI00004570,TXN0001504,PROD00053,2,197800.0
TI00004571,TXN0001504,PROD00036,4,11966500.0
TI00004572,TXN0001504,PROD00057,1,2101600.0
TI00004573,TXN0001505,PROD00118,3,97800.0
TI00004574,TXN0001505,PROD00043,3,223400.0
TI00004575,TXN0001505,PROD00175,1,99600.0
TI00004576,TXN0001506,PROD00008,1,86100.0
TI00004577,TXN0001507,PROD00124,4,11671600.0
TI00004578,TXN0001507,PROD00026,3,1447900.0
TI00004579,TXN0001508,PROD00098,3,66400.0
TI00004580,TXN0001508,PROD00173,3,67500.0
TI00004581,TXN0001508,PROD00030,3,10909100.0
TI00004582,TXN0001509,PROD00074,2,99400.0
TI00004583,TXN0001509,PROD00126,2,219500.0
TI00004584,TXN0001509,PROD00134,3,1383900.0
TI00004585,TXN0001509,PROD00020,1,176500.0
TI00004586,TXN0001510,PROD00011,1,810900.0
TI00004587,TXN0001510,PROD00130,1,213000.0
TI00004588,TXN0001510,PROD00112,1,3050100.0
TI00004589,TXN0001510,PROD00120,1,283500.0
TI00004590,TXN0001511,PROD00089,3,11224800.0
TI00004591,TXN0001511,PROD00163,3,337100.0
TI00004592,TXN0001511,PROD00088,2,220600.0
TI00004593,TXN0001511,PROD00023,4,225100.0
TI00004594,TXN0001512,PROD00069,2,145200.0
TI00004595,TXN0001512,PROD00131,3,2828000.0
TI00004596,TXN0001513,PROD00080,4,204100.0
TI00004597,TXN0001513,PROD00044,1,2984700.0
TI00004598,TXN0001513,PROD00148,1,272900.0
TI00004599,TXN0001514,PROD00062,4,83600.0
TI00004600,TXN0001514,PROD00106,3,610900.0
TI00004601,TXN0001515,PROD00048,1,88700.0
TI00004602,TXN0001515,PROD00033,1,10971800.0
TI00004603,TXN0001515,PROD00017,4,61400.0
TI00004604,TXN0001515,PROD00016,3,167400.0
TI00004605,TXN0001515,PROD00069,1,145200.0
TI00004606,TXN0001516,PROD00067,3,1694500.0
TI00004607,TXN0001517,PROD00128,4,202200.0
TI00004608,TXN0001517,PROD00064,2,1537200.0
TI00004609,TXN0001517,PROD00133,1,521500.0
TI00004610,TXN0001517,PROD00050,4,134700.0
TI00004611,TXN0001518,PROD00173,2,67500.0
TI00004612,TXN0001518,PROD00017,4,61400.0
TI00004613,TXN0001519,PROD00134,3,1383900.0
TI00004614,TXN0001519,PROD00147,4,229500.0
TI00004615,TXN0001520,PROD00095,4,428500.0
TI00004616,TXN0001520,PROD00136,2,787800.0
TI00004617,TXN0001521,PROD00022,4,1337300.0
TI00004618,TXN0001521,PROD00119,3,3450500.0
TI00004619,TXN0001521,PROD00011,4,810900.0
TI00004620,TXN0001522,PROD00075,4,382900.0
TI00004621,TXN0001522,PROD00011,2,810900.0
TI00004622,TXN0001522,PROD00048,3,88700.0
TI00004623,TXN0001523,PROD00172,1,162600.0
TI00004624,TXN0001524,PROD00106,1,610900.0
TI00004625,TXN0001524,PROD00072,2,470400.0
TI00004626,TXN0001524,PROD00075,1,382900.0
TI00004627,TXN0001525,PROD00120,1,283500.0
TI00004628,TXN0001525,PROD00157,3,6815900.0
TI00004629,TXN0001526,PROD00075,2,382900.0
TI00004630,TXN0001527,PROD00091,3,17600.0
TI00004631,TXN0001527,PROD00050,3,134700.0
TI00004632,TXN0001528,PROD00037,1,718700.0
TI00004633,TXN0001528,PROD00027,1,124600.0
TI00004634,TXN0001529,PROD00032,2,359500.0
TI00004635,TXN0001529,PROD00140,2,10502400.0
TI00004636,TXN0001529,PROD00013,1,1045000.0
TI00004637,TXN0001529,PROD00156,2,117900.0
TI00004638,TXN0001530,PROD00104,3,179700.0
TI00004639,TXN0001530,PROD00165,2,242000.0
TI00004640,TXN0001531,PROD00020,1,176500.0
TI00004641,TXN0001532,PROD00100,4,546800.0
TI00004642,TXN0001532,PROD00025,1,57900.0
TI00004643,TXN0001532,PROD00119,1,3450500.0
TI00004644,TXN0001533,PROD00008,1,86100.0
TI00004645,TXN0001534,PROD00029,1,747300.0
TI00004646,TXN0001534,PROD00141,2,527900.0
TI00004647,TXN0001534,PROD00033,4,10971800.0
TI00004648,TXN0001534,PROD00153,3,121800.0
TI00004649,TXN0001535,PROD00068,4,189500.0
TI00004650,TXN0001535,PROD00073,1,55700.0
TI00004651,TXN0001535,PROD00153,2,121800.0
TI00004652,TXN0001535,PROD00031,4,571800.0
TI00004653,TXN0001536,PROD00015,3,327100.0
TI00004654,TXN0001536,PROD00020,1,176500.0
TI00004655,TXN0001537,PROD00074,2,99400.0
TI00004656,TXN0001537,PROD00028,4,497400.0
TI00004657,TXN0001537,PROD00139,4,621000.0
TI00004658,TXN0001537,PROD00075,3,382900.0
TI00004659,TXN0001537,PROD00058,1,1306500.0
TI00004660,TXN0001538,PROD00041,2,792800.0
TI00004661,TXN0001538,PROD00056,1,246400.0
TI00004662,TXN0001539,PROD00086,1,8987800.0
TI00004663,TXN0001539,PROD00087,1,86200.0
TI00004664,TXN0001539,PROD00108,3,570800.0
TI00004665,TXN0001540,PROD00138,1,57200.0
TI00004666,TXN0001540,PROD00105,3,76100.0
TI00004667,TXN0001540,PROD00011,2,810900.0
TI00004668,TXN0001540,PROD00094,4,365200.0
TI00004669,TXN0001540,PROD00162,4,532200.0
TI00004670,TXN0001541,PROD00030,2,10909100.0
TI00004671,TXN0001542,PROD00015,2,327100.0
TI00004672,TXN0001542,PROD00134,3,1383900.0
TI00004673,TXN0001543,PROD00023,4,225100.0
TI00004674,TXN0001543,PROD00007,1,456400.0
TI00004675,TXN0001543,PROD00099,3,497200.0
TI00004676,TXN0001543,PROD00040,2,3685900.0
TI00004677,TXN0001543,PROD00176,1,168200.0
TI00004678,TXN0001544,PROD00088,4,220600.0
TI00004679,TXN0001544,PROD00092,2,198900.0
TI00004680,TXN0001544,PROD00014,4,2104400.0
TI00004681,TXN0001545,PROD00109,2,3001900.0
TI00004682,TXN0001545,PROD00144,3,2659900.0
TI00004683,TXN0001545,PROD00165,3,242000.0
TI00004684,TXN0001545,PROD00037,1,718700.0
TI00004685,TXN0001546,PROD00142,4,324600.0
TI00004686,TXN0001546,PROD00002,2,1365600.0
TI00004687,TXN0001546,PROD00136,3,787800.0
TI00004688,TXN0001547,PROD00035,3,3271400.0
TI00004689,TXN0001547,PROD00105,1,76100.0
TI00004690,TXN0001547,PROD00012,1,744700.0
TI00004691,TXN0001547,PROD00055,1,29300.0
TI00004692,TXN0001547,PROD00060,3,218600.0
TI00004693,TXN0001548,PROD00095,3,428500.0
TI00004694,TXN0001548,PROD00145,2,626300.0
TI00004695,TXN0001548,PROD00149,1,370000.0
TI00004696,TXN0001548,PROD00017,4,61400.0
TI00004697,TXN0001548,PROD00075,3,382900.0
TI00004698,TXN0001549,PROD00154,4,192800.0
TI00004699,TXN0001549,PROD00147,4,229500.0
TI00004700,TXN0001549,PROD00160,3,297400.0
TI00004701,TXN0001549,PROD00161,4,231200.0
TI00004702,TXN0001550,PROD00149,2,370000.0
TI00004703,TXN0001550,PROD00099,2,497200.0
TI00004704,TXN0001550,PROD00164,3,103200.0
TI00004705,TXN0001551,PROD00006,2,1710300.0
TI00004706,TXN0001551,PROD00129,2,67800.0
TI00004707,TXN0001551,PROD00080,2,204100.0
TI00004708,TXN0001552,PROD00076,4,609300.0
TI00004709,TXN0001552,PROD00037,4,718700.0
TI00004710,TXN0001553,PROD00180,4,96700.0
TI00004711,TXN0001553,PROD00006,1,1710300.0
TI00004712,TXN0001553,PROD00143,4,115300.0
TI00004713,TXN0001553,PROD00122,4,2205900.0
TI00004714,TXN0001553,PROD00040,1,3685900.0
TI00004715,TXN0001554,PROD00144,2,2659900.0
TI00004716,TXN0001554,PROD00059,3,3249400.0
TI00004717,TXN0001554,PROD00134,3,1383900.0
TI00004718,TXN0001555,PROD00169,1,6358700.0
TI00004719,TXN0001555,PROD00144,3,2659900.0
TI00004720,TXN0001556,PROD00170,4,806200.0
TI00004721,TXN0001556,PROD00031,3,571800.0
TI00004722,TXN0001556,PROD00037,1,718700.0
TI00004723,TXN0001556,PROD00178,2,55100.0
TI00004724,TXN0001557,PROD00174,1,71600.0
TI00004725,TXN0001557,PROD00038,4,3280700.0
TI00004726,TXN0001557,PROD00112,4,3050100.0
TI00004727,TXN0001557,PROD00170,3,806200.0
TI00004728,TXN0001557,PROD00069,4,145200.0
TI00004729,TXN0001558,PROD00124,2,11671600.0
TI00004730,TXN0001558,PROD00110,2,130700.0
TI00004731,TXN0001558,PROD00026,3,1447900.0
TI00004732,TXN0001558,PROD00173,3,67500.0
TI00004733,TXN0001558,PROD00176,1,168200.0
TI00004734,TXN0001559,PROD00069,2,145200.0
TI00004735,TXN0001559,PROD00103,2,499800.0
TI00004736,TXN0001560,PROD00161,2,231200.0
TI00004737,TXN0001560,PROD00011,4,810900.0
TI00004738,TXN0001560,PROD00008,2,86100.0
TI00004739,TXN0001561,PROD00015,1,327100.0
TI00004740,TXN0001562,PROD00020,2,176500.0
TI00004741,TXN0001562,PROD00021,3,423700.0
TI00004742,TXN0001563,PROD00097,1,2301200.0
TI00004743,TXN0001564,PROD00162,3,532200.0
TI00004744,TXN0001564,PROD00156,1,117900.0
TI00004745,TXN0001564,PROD00019,4,353800.0
TI00004746,TXN0001565,PROD00150,4,874600.0
TI00004747,TXN0001565,PROD00114,2,362300.0
TI00004748,TXN0001566,PROD00070,4,191800.0
TI00004749,TXN0001566,PROD00005,4,613400.0
TI00004750,TXN0001566,PROD00127,3,172600.0
TI00004751,TXN0001567,PROD00106,2,610900.0
TI00004752,TXN0001567,PROD00172,3,162600.0
TI00004753,TXN0001567,PROD00034,1,1485900.0
TI00004754,TXN0001567,PROD00153,1,121800.0
TI00004755,TXN0001568,PROD00013,1,1045000.0
TI00004756,TXN0001568,PROD00042,3,110400.0
TI00004757,TXN0001568,PROD00145,1,626300.0
TI00004758,TXN0001568,PROD00180,4,96700.0
TI00004759,TXN0001569,PROD00050,2,134700.0
TI00004760,TXN0001570,PROD00023,3,225100.0
TI00004761,TXN0001570,PROD00034,3,1485900.0
TI00004762,TXN0001571,PROD00103,1,499800.0
TI00004763,TXN0001571,PROD00028,4,497400.0
TI00004764,TXN0001571,PROD00120,1,283500.0
TI00004765,TXN0001572,PROD00042,4,110400.0
TI00004766,TXN0001572,PROD00001,2,179800.0
TI00004767,TXN0001572,PROD00098,3,66400.0
TI00004768,TXN0001572,PROD00029,2,747300.0
TI00004769,TXN0001572,PROD00057,4,2101600.0
TI00004770,TXN0001573,PROD00032,1,359500.0
TI00004771,TXN0001573,PROD00049,3,244600.0
TI00004772,TXN0001573,PROD00056,3,246400.0
TI00004773,TXN0001573,PROD00115,3,1810600.0
TI00004774,TXN0001574,PROD00149,1,370000.0
TI00004775,TXN0001574,PROD00083,2,6771700.0
TI00004776,TXN0001575,PROD00012,1,744700.0
TI00004777,TXN0001575,PROD00025,2,57900.0
TI00004778,TXN0001575,PROD00111,4,5440300.0
TI00004779,TXN0001575,PROD00071,2,501200.0
TI00004780,TXN0001575,PROD00073,3,55700.0
TI00004781,TXN0001576,PROD00028,2,497400.0
TI00004782,TXN0001576,PROD00037,2,718700.0
TI00004783,TXN0001576,PROD00119,1,3450500.0
TI00004784,TXN0001576,PROD00128,1,202200.0
TI00004785,TXN0001576,PROD00171,2,9207400.0
TI00004786,TXN0001577,PROD00138,3,57200.0
TI00004787,TXN0001577,PROD00047,4,165600.0
TI00004788,TXN0001577,PROD00027,2,124600.0
TI00004789,TXN0001577,PROD00161,3,231200.0
TI00004790,TXN0001577,PROD00050,4,134700.0
TI00004791,TXN0001578,PROD00060,2,218600.0
TI00004792,TXN0001578,PROD00139,3,621000.0
TI00004793,TXN0001578,PROD00063,4,631600.0
TI00004794,TXN0001578,PROD00030,1,10909100.0
TI00004795,TXN0001579,PROD00116,4,561100.0
TI00004796,TXN0001579,PROD00006,4,1710300.0
TI00004797,TXN0001579,PROD00127,1,172600.0
TI00004798,TXN0001579,PROD00180,4,96700.0
TI00004799,TXN0001579,PROD00151,4,116700.0
TI00004800,TXN0001580,PROD00104,2,179700.0
TI00004801,TXN0001580,PROD00133,1,521500.0
TI00004802,TXN0001581,PROD00139,2,621000.0
TI00004803,TXN0001581,PROD00037,2,718700.0
TI00004804,TXN0001581,PROD00022,2,1337300.0
TI00004805,TXN0001581,PROD00169,3,6358700.0
TI00004806,TXN0001582,PROD00004,4,1254300.0
TI00004807,TXN0001582,PROD00086,1,8987800.0
TI00004808,TXN0001582,PROD00139,3,621000.0
TI00004809,TXN0001583,PROD00019,2,353800.0
TI00004810,TXN0001583,PROD00134,1,1383900.0
TI00004811,TXN0001584,PROD00102,3,171600.0
TI00004812,TXN0001584,PROD00117,2,188000.0
TI00004813,TXN0001584,PROD00153,4,121800.0
TI00004814,TXN0001584,PROD00011,3,810900.0
TI00004815,TXN0001584,PROD00143,1,115300.0
TI00004816,TXN0001585,PROD00009,2,183500.0
TI00004817,TXN0001585,PROD00155,4,277300.0
TI00004818,TXN0001585,PROD00178,3,55100.0
TI00004819,TXN0001586,PROD00077,3,37900.0
TI00004820,TXN0001586,PROD00156,1,117900.0
TI00004821,TXN0001587,PROD00116,4,561100.0
TI00004822,TXN0001587,PROD00161,1,231200.0
TI00004823,TXN0001587,PROD00140,4,10502400.0
TI00004824,TXN0001588,PROD00115,2,1810600.0
TI00004825,TXN0001588,PROD00100,1,546800.0
TI00004826,TXN0001588,PROD00123,4,520300.0
TI00004827,TXN0001588,PROD00051,3,752100.0
TI00004828,TXN0001589,PROD00157,2,6815900.0
TI00004829,TXN0001589,PROD00137,4,59500.0
TI00004830,TXN0001589,PROD00127,4,172600.0
TI00004831,TXN0001589,PROD00099,2,497200.0
TI00004832,TXN0001590,PROD00148,3,272900.0
TI00004833,TXN0001590,PROD00051,1,752100.0
TI00004834,TXN0001590,PROD00127,4,172600.0
TI00004835,TXN0001590,PROD00010,2,675900.0
TI00004836,TXN0001590,PROD00165,2,242000.0
TI00004837,TXN0001591,PROD00100,3,546800.0
TI00004838,TXN0001591,PROD00098,4,66400.0
TI00004839,TXN0001591,PROD00159,1,3240200.0
TI00004840,TXN0001592,PROD00072,2,470400.0
TI00004841,TXN0001592,PROD00139,3,621000.0
TI00004842,TXN0001593,PROD00047,4,165600.0
TI00004843,TXN0001593,PROD00135,4,495100.0
TI00004844,TXN0001593,PROD00101,2,11745100.0
TI00004845,TXN0001594,PROD00175,3,99600.0
TI00004846,TXN0001594,PROD00137,4,59500.0
TI00004847,TXN0001595,PROD00147,3,229500.0
